transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash,event_time,time_since_last_tx_tmp,time_since_last_transaction_imp,hour_of_day,day_of_week,is_weekend,month,txns_1h,amt_24h,uniq_rcv_7d,avg_gap_mins_10
T4298552,2023-11-11T04:57:43.337Z,ACC303042,ACC763589,53.71,transfer,online,Tokyo,web,False,4810.9346020875,0.12,15.0,0.63,wire_transfer,170.53.219.38,D7107229,2023-11-11T04:57:43.337Z,4810.9346020875,4810.9346020875,4,7,1,11,0,0.0,0,57669.4625
T318065,2023-11-23T21:23:01.684Z,ACC494759,ACC526060,290.17,withdrawal,restaurant,Berlin,pos,False,,0.36,11.0,0.05,wire_transfer,40.117.26.150,D2468493,2023-11-23T21:23:01.684Z,,2566.543702108889,21,5,0,11,0,0.0,0,211987.75833333336
T4282576,2023-12-16T15:38:29.557Z,ACC450710,ACC271819,167.17,payment,utilities,Sydney,mobile,False,369.67890898694446,0.48,11.0,0.53,wire_transfer,228.209.96.85,D1408859,2023-12-16T15:38:29.557Z,369.67890898694446,369.67890898694446,15,7,1,12,0,0.0,0,84781.525
T911163,2023-12-08T22:25:47.531Z,ACC348580,ACC145764,1229.32,deposit,travel,Dubai,mobile,False,841.3128702772223,-0.37,3.0,0.3,card,68.4.214.35,D3164840,2023-12-08T22:25:47.531Z,841.3128702772223,841.3128702772223,22,6,0,12,0,0.0,0,61933.037500000006
T3969435,2023-12-22T15:11:34.745Z,ACC562050,ACC833770,16.41,transfer,entertainment,New York,mobile,False,3770.7964820586094,0.12,3.0,0.35,ACH,31.87.71.75,D2036153,2023-12-22T15:11:34.745Z,3770.7964820586094,3770.7964820586094,15,6,0,12,0,0.0,0,118274.6
T2443248,2023-12-28T16:37:40.428Z,ACC538089,ACC420660,3.42,payment,retail,Singapore,mobile,False,196.8204781586112,1.87,14.0,0.92,card,140.152.24.193,D5675876,2023-12-28T16:37:40.428Z,196.8204781586112,196.8204781586112,16,5,0,12,0,0.0,0,115907.0125
T4827005,2023-12-22T23:03:38.389Z,ACC228153,ACC380925,13.18,payment,grocery,Sydney,mobile,True,448.70273065916666,0.15,12.0,0.94,UPI,63.139.56.147,D8541840,2023-12-22T23:03:38.389Z,448.70273065916666,448.70273065916666,23,6,0,12,0,0.0,0,57860.01875
T1129586,2023-12-11T21:44:18.643Z,ACC816821,ACC614766,4.91,transfer,utilities,London,mobile,False,3519.627759640556,-1.89,19.0,0.84,card,61.221.6.156,D1996880,2023-12-11T21:44:18.643Z,3519.627759640556,3519.627759640556,21,2,0,12,0,0.0,0,67020.86666666667
T3371807,2023-12-12T11:55:11.402Z,ACC675857,ACC858145,32.94,transfer,other,New York,web,False,2033.906556853889,-0.85,2.0,0.35,wire_transfer,121.199.9.63,D4624082,2023-12-12T11:55:11.402Z,2033.906556853889,2033.906556853889,11,3,0,12,0,0.0,0,38500.96875
T937890,2023-12-30T08:10:12.054Z,ACC768383,ACC146982,367.34,withdrawal,utilities,Tokyo,pos,False,8596.867032724722,-0.13,8.0,0.79,card,2.15.221.7,D1703602,2023-12-30T08:10:12.054Z,8596.867032724722,8596.867032724722,8,7,1,12,0,0.0,0,150402.55555555556
T3485241,2023-12-22T03:03:08.995Z,ACC723701,ACC649554,33.74,payment,entertainment,Singapore,mobile,False,7844.625693084722,-0.21,9.0,0.72,card,247.199.46.26,D4148225,2023-12-22T03:03:08.995Z,7844.625693084722,7844.625693084722,3,6,0,12,0,0.0,0,57663.29285714286
T3075158,2023-12-20T21:40:42.781Z,ACC228561,ACC695684,79.36,payment,retail,Toronto,mobile,False,6172.418165162778,0.65,4.0,0.59,ACH,193.74.236.4,D4541198,2023-12-20T21:40:42.781Z,6172.418165162778,6172.418165162778,21,4,0,12,0,0.0,0,131735.8
T4528408,2023-12-29T15:10:08.714Z,ACC694854,ACC604765,472.03,deposit,online,Toronto,mobile,False,7390.5465814075,-0.05,8.0,0.09,UPI,18.103.241.59,D1785008,2023-12-29T15:10:08.714Z,7390.5465814075,7390.5465814075,15,6,0,12,0,0.0,0,115346.16666666666
T1054924,2023-12-26T05:35:16.931Z,ACC432848,ACC152852,556.81,deposit,other,New York,web,False,861.8088752611111,-0.73,1.0,0.25,ACH,208.238.147.83,D3475196,2023-12-26T05:35:16.931Z,861.8088752611111,861.8088752611111,5,3,0,12,0,0.0,0,76956.03888888888
T2477796,2023-11-26T15:05:30.998Z,ACC664405,ACC253320,22.34,transfer,entertainment,Berlin,pos,False,3724.1872157925,-0.48,20.0,0.33,UPI,97.92.64.69,D8571207,2023-11-26T15:05:30.998Z,3724.1872157925,3724.1872157925,15,1,1,11,0,0.0,0,130143.26666666666
T2502888,2023-12-06T22:43:17.361Z,ACC352863,ACC237515,1009.53,deposit,online,Berlin,pos,False,695.6653836177777,-0.62,17.0,0.37,ACH,108.111.226.207,D6981820,2023-12-06T22:43:17.361Z,695.6653836177777,695.6653836177777,22,4,0,12,0,0.0,0,185986.075
T1677079,2023-12-16T10:36:12.779Z,ACC183537,ACC648216,118.75,payment,other,Berlin,atm,False,3446.058685207222,-1.03,20.0,0.86,ACH,41.9.147.24,D9405982,2023-12-16T10:36:12.779Z,3446.058685207222,3446.058685207222,10,7,1,12,0,0.0,1,67554.35555555555
T2013915,2023-11-26T15:48:00.578Z,ACC431379,ACC722895,31.93,transfer,online,Dubai,pos,False,4932.870028756666,-0.64,2.0,0.81,wire_transfer,54.233.75.157,D9812086,2023-11-26T15:48:00.578Z,4932.870028756666,4932.870028756666,15,1,1,11,0,0.0,0,25466.533333333333
T2568006,2023-11-10T18:56:07.258Z,ACC879581,ACC579960,18.24,transfer,entertainment,Toronto,web,False,-955.6988517555556,-1.86,3.0,0.34,card,21.85.102.74,D7410233,2023-11-10T18:56:07.258Z,955.6988517555556,955.6988517555556,18,6,0,11,0,0.0,0,95685.1
T3377613,2023-12-27T08:56:12.736Z,ACC227942,ACC509359,735.47,deposit,retail,New York,web,False,,-0.12,12.0,0.35,card,133.211.102.88,D9228556,2023-12-27T08:56:12.736Z,,2566.543702108889,8,4,0,12,0,0.0,0,57202.72222222223
T528769,2023-12-28T11:10:37.068Z,ACC766072,ACC455812,29.8,transfer,travel,Berlin,web,False,,1.53,16.0,0.09,ACH,16.220.201.65,D6740205,2023-12-28T11:10:37.068Z,,2566.543702108889,11,5,0,12,0,0.0,0,45671.67083333334
T1276140,2023-11-27T19:32:35.153Z,ACC697483,ACC203845,30.09,transfer,grocery,Dubai,web,False,,0.92,12.0,0.29,ACH,62.246.192.66,D9890976,2023-11-27T19:32:35.153Z,,2566.543702108889,19,2,0,11,0,0.0,0,224407.05
T3927853,2023-11-09T15:45:29.369Z,ACC984975,ACC120311,6.96,payment,entertainment,Dubai,web,False,5266.741758992777,-2.12,14.0,0.09,UPI,247.89.132.164,D6743766,2023-11-09T15:45:29.369Z,5266.741758992777,5266.741758992777,15,5,0,11,0,0.0,0,107723.39444444444
T4819708,2023-11-19T18:24:26.004Z,ACC460926,ACC530886,682.62,deposit,other,Berlin,mobile,False,5193.522286245,-0.34,4.0,0.93,card,49.49.10.196,D6947130,2023-11-19T18:24:26.004Z,5193.522286245,5193.522286245,18,1,1,11,0,0.0,1,76156.4375
T4414055,2023-12-25T08:22:43.906Z,ACC899166,ACC861337,506.99,withdrawal,utilities,Singapore,mobile,False,7139.1927393852775,-0.09,9.0,0.34,ACH,25.81.212.227,D6702709,2023-12-25T08:22:43.906Z,7139.1927393852775,7139.1927393852775,8,2,0,12,0,0.0,0,72574.7625
T3817724,2023-12-03T23:40:18.415Z,ACC716429,ACC209760,32.17,transfer,other,London,mobile,True,327.3242832483333,0.96,6.0,0.59,card,165.197.14.11,D8924770,2023-12-03T23:40:18.415Z,327.3242832483333,327.3242832483333,23,1,1,12,0,0.0,0,60032.1111111111
T2834869,2023-11-14T19:16:38.765Z,ACC106394,ACC401753,21.79,transfer,grocery,Dubai,atm,False,-933.1945694708334,-0.32,9.0,0.59,card,26.147.96.91,D7194027,2023-11-14T19:16:38.765Z,933.1945694708334,933.1945694708334,19,3,0,11,0,0.0,1,61916.65
T1970492,2023-12-28T05:27:46.029Z,ACC521529,ACC809793,39.07,payment,restaurant,Berlin,mobile,False,5501.431906418055,-0.11,17.0,0.01,UPI,215.102.94.29,D3093539,2023-12-28T05:27:46.029Z,5501.431906418055,5501.431906418055,5,5,0,12,0,0.0,0,130506.33333333331
T1982610,2023-12-12T17:15:46.857Z,ACC118125,ACC218851,324.46,payment,restaurant,Singapore,pos,False,906.8333050055556,-2.34,9.0,0.19,wire_transfer,184.126.6.246,D1826851,2023-12-12T17:15:46.857Z,906.8333050055556,906.8333050055556,17,3,0,12,0,0.0,0,59430.92857142857
T2366192,2023-11-24T18:52:40.005Z,ACC260939,ACC236994,715.21,deposit,entertainment,Berlin,pos,False,6953.4474331002775,0.4,19.0,0.87,card,187.54.254.114,D5426016,2023-11-24T18:52:40.005Z,6953.4474331002775,6953.4474331002775,18,6,0,11,1,48.72,1,417205.8
T2562143,2023-11-13T23:36:40.132Z,ACC873270,ACC989237,27.92,withdrawal,online,Toronto,mobile,False,2221.643489270833,0.14,20.0,0.97,UPI,180.61.100.63,D2439175,2023-11-13T23:36:40.132Z,2221.643489270833,2221.643489270833,23,2,0,11,0,0.0,0,29501.316666666666
T4125631,2023-12-03T10:57:42.715Z,ACC616002,ACC241049,398.17,withdrawal,utilities,London,atm,True,5920.921423731944,-0.5,11.0,0.4,ACH,237.53.184.214,D9569544,2023-12-03T10:57:42.715Z,5920.921423731944,5920.921423731944,10,1,1,12,0,0.0,0,109409.31666666668
T3970825,2023-12-16T14:44:30.658Z,ACC875904,ACC799560,37.64,transfer,online,Singapore,pos,False,3955.1939380186113,0.29,2.0,0.84,UPI,140.109.171.194,D8717652,2023-12-16T14:44:30.658Z,3955.1939380186113,3955.1939380186113,14,7,1,12,0,0.0,0,119041.91666666669
T4804748,2023-12-18T16:36:28.040Z,ACC102901,ACC556321,1270.71,deposit,entertainment,Tokyo,atm,False,3967.459460483889,-0.85,14.0,0.68,ACH,104.86.170.11,D6761279,2023-12-18T16:36:28.040Z,3967.459460483889,3967.459460483889,16,2,0,12,0,0.0,0,71093.64722222222
T2046236,2023-12-01T18:31:32.393Z,ACC801093,ACC693099,45.62,transfer,other,Tokyo,atm,False,-697.1077531716666,-1.39,2.0,0.4,card,94.97.109.166,D8619798,2023-12-01T18:31:32.393Z,697.1077531716666,697.1077531716666,18,6,0,12,0,0.0,0,94614.33333333334
T3953317,2023-11-22T06:06:14.245Z,ACC331796,ACC337551,17.78,transfer,retail,Berlin,mobile,False,3141.7679947844445,0.19,4.0,0.72,card,29.245.97.40,D8080321,2023-11-22T06:06:14.245Z,3141.7679947844445,3141.7679947844445,6,4,0,11,0,0.0,0,32537.5
T3862019,2023-12-31T22:22:35.797Z,ACC186360,ACC678526,9.22,transfer,online,New York,atm,False,2945.4651585686115,-0.49,8.0,0.83,card,190.116.215.239,D7246854,2023-12-31T22:22:35.797Z,2945.4651585686115,2945.4651585686115,22,1,1,12,0,0.0,0,33677.19285714286
T4080110,2023-11-27T00:33:14.187Z,ACC170110,ACC521933,13.76,transfer,other,Berlin,mobile,False,6574.416143136945,-0.17,13.0,0.95,card,209.128.82.200,D5959839,2023-11-27T00:33:14.187Z,6574.416143136945,6574.416143136945,0,2,0,11,0,0.0,0,62250.41190476191
T1335903,2023-11-10T02:46:15.177Z,ACC284436,ACC515629,15.19,transfer,online,Berlin,atm,False,1253.5328332602778,-0.8,8.0,0.69,card,34.206.166.8,D4631458,2023-11-10T02:46:15.177Z,1253.5328332602778,1253.5328332602778,2,6,0,11,0,0.0,0,68334.30833333333
T803645,2023-12-11T04:29:59.020Z,ACC986742,ACC307476,363.3,withdrawal,online,New York,web,False,,0.95,2.0,0.51,card,227.134.8.253,D5858250,2023-12-11T04:29:59.020Z,,2566.543702108889,4,2,0,12,0,0.0,0,2394.983333333333
T1467860,2023-12-05T11:31:39.354Z,ACC718579,ACC719236,365.76,withdrawal,retail,Singapore,web,False,2737.3218489172223,-0.63,13.0,0.98,UPI,206.126.154.149,D9297696,2023-12-05T11:31:39.354Z,2737.3218489172223,2737.3218489172223,11,3,0,12,0,0.0,0,48330.16666666666
T5083957,2023-11-11T16:29:32.610Z,ACC683036,ACC357447,38.94,transfer,entertainment,Tokyo,mobile,False,2363.3004818952777,0.16,6.0,0.85,ACH,159.62.27.239,D3491833,2023-11-11T16:29:32.610Z,2363.3004818952777,2363.3004818952777,16,7,1,11,0,0.0,0,88741.29166666667
T2967255,2023-12-07T02:23:30.655Z,ACC257600,ACC958286,398.86,withdrawal,grocery,Dubai,mobile,False,2209.49431578,-0.8,17.0,0.45,UPI,74.147.56.211,D8922379,2023-12-07T02:23:30.655Z,2209.49431578,2209.49431578,2,5,0,12,0,0.0,0,150911.88333333333
T3098921,2023-12-27T22:05:44.359Z,ACC335880,ACC408989,210.04,payment,retail,Toronto,pos,False,3688.1314875822222,-0.95,2.0,0.31,UPI,220.164.22.160,D4501315,2023-12-27T22:05:44.359Z,3688.1314875822222,3688.1314875822222,22,4,0,12,0,0.0,1,52920.2
T1262819,2023-12-17T16:45:58.533Z,ACC832800,ACC821087,251.91,withdrawal,restaurant,New York,mobile,False,,0.19,2.0,0.98,card,83.218.160.156,D1195918,2023-12-17T16:45:58.533Z,,2566.543702108889,16,1,1,12,0,0.0,1,87095.57916666666
T4349316,2023-11-11T12:54:33.841Z,ACC881204,ACC586797,431.03,withdrawal,utilities,Singapore,pos,False,767.6656069594444,-2.23,20.0,0.3,ACH,222.221.110.122,D3774135,2023-11-11T12:54:33.841Z,767.6656069594444,767.6656069594444,12,7,1,11,0,0.0,0,129595.88333333336
T926982,2023-11-09T21:43:12.935Z,ACC420650,ACC691551,1661.49,deposit,other,Toronto,pos,False,,-1.01,14.0,0.28,UPI,238.150.227.104,D9282063,2023-11-09T21:43:12.935Z,,2566.543702108889,21,5,0,11,0,0.0,0,122369.5
T2997056,2023-12-22T04:54:57.062Z,ACC824117,ACC443278,594.91,deposit,entertainment,New York,mobile,False,2999.7911802397225,0.1,16.0,0.53,wire_transfer,243.193.220.60,D6703575,2023-12-22T04:54:57.062Z,2999.7911802397225,2999.7911802397225,4,6,0,12,0,0.0,0,98185.60833333332
T3243573,2023-11-11T00:50:52.739Z,ACC492366,ACC755236,27.88,transfer,online,Berlin,atm,False,103.4960103325,2.36,6.0,0.67,wire_transfer,77.254.154.86,D6257375,2023-11-11T00:50:52.739Z,103.4960103325,103.4960103325,0,7,1,11,0,0.0,1,364080.38333333336
T4180414,2023-11-26T00:02:19.209Z,ACC901414,ACC332686,12.81,transfer,other,London,pos,False,6241.120525321667,-0.2,8.0,0.2,UPI,183.237.234.234,D5085284,2023-11-26T00:02:19.209Z,6241.120525321667,6241.120525321667,0,1,1,11,0,0.0,0,92757.04583333334
T3916672,2023-11-29T03:01:58.674Z,ACC698948,ACC266556,1195.81,deposit,travel,Sydney,mobile,False,1094.7390338791663,-1.91,6.0,0.9,card,8.143.152.95,D4505771,2023-11-29T03:01:58.674Z,1094.7390338791663,1094.7390338791663,3,4,0,11,0,0.0,0,152902.46666666667
T4265922,2023-12-15T23:40:47.608Z,ACC655804,ACC747680,0.01,deposit,online,London,web,False,5555.421672575279,0.1,10.0,0.9,UPI,139.250.29.195,D8608372,2023-12-15T23:40:47.608Z,5555.421672575279,5555.421672575279,23,6,0,12,0,0.0,0,279092.8
T1829549,2023-11-15T01:50:52.468Z,ACC517251,ACC190616,71.28,payment,grocery,Dubai,mobile,False,-964.6011777572222,-1.27,11.0,0.08,card,38.20.71.181,D2415929,2023-11-15T01:50:52.468Z,964.6011777572222,964.6011777572222,1,4,0,11,0,0.0,0,68837.90833333334
T1392019,2023-12-30T14:37:14.325Z,ACC900263,ACC923286,5.89,transfer,other,Sydney,web,False,8156.359472534167,0.47,20.0,0.96,UPI,195.252.104.107,D1102722,2023-12-30T14:37:14.325Z,8156.359472534167,8156.359472534167,14,7,1,12,0,0.0,0,45340.26296296297
T2517826,2023-11-22T01:58:30.559Z,ACC325922,ACC257588,355.69,withdrawal,other,Sydney,atm,False,-284.24331923777777,-0.56,10.0,0.19,wire_transfer,188.230.173.192,D1242640,2023-11-22T01:58:30.559Z,284.24331923777777,284.24331923777777,1,4,0,11,0,0.0,0,39861.11666666666
T4251354,2023-12-10T10:03:32.751Z,ACC159606,ACC713691,1350.16,deposit,restaurant,Dubai,pos,False,5777.867308064167,-0.91,18.0,0.12,ACH,21.235.200.255,D4701695,2023-12-10T10:03:32.751Z,5777.867308064167,5777.867308064167,10,1,1,12,0,0.0,0,98344.97777777778
T4985152,2023-11-22T14:50:43.021Z,ACC350300,ACC169739,803.7,deposit,grocery,New York,atm,False,5323.347844943334,0.17,20.0,0.56,wire_transfer,86.192.47.109,D5003528,2023-11-22T14:50:43.021Z,5323.347844943334,5323.347844943334,14,4,0,11,0,0.0,1,85921.47
T1253454,2023-11-26T19:25:26.910Z,ACC595966,ACC930813,235.99,withdrawal,other,Singapore,pos,False,5171.212078780833,0.61,17.0,0.34,wire_transfer,136.112.134.163,D1221273,2023-11-26T19:25:26.910Z,5171.212078780833,5171.212078780833,19,1,1,11,0,0.0,0,56074.4625
T844994,2023-12-22T03:39:32.384Z,ACC954933,ACC911661,324.92,deposit,grocery,Berlin,atm,False,404.7574675236111,0.48,14.0,0.66,card,55.82.116.247,D4831098,2023-12-22T03:39:32.384Z,404.7574675236111,404.7574675236111,3,6,0,12,0,0.0,0,53623.691666666666
T702141,2023-11-20T11:51:43.818Z,ACC972837,ACC598276,247.41,withdrawal,entertainment,Sydney,web,False,7623.939368915833,0.38,14.0,0.41,UPI,76.121.221.156,D1492250,2023-11-20T11:51:43.818Z,7623.939368915833,7623.939368915833,11,2,0,11,0,0.0,0,104403.27083333334
T2917282,2023-12-19T17:53:31.977Z,ACC979954,ACC727702,1185.95,deposit,grocery,New York,mobile,False,7903.035167131112,0.19,12.0,0.71,UPI,27.22.121.26,D5515979,2023-12-19T17:53:31.977Z,7903.035167131112,7903.035167131112,17,3,0,12,0,0.0,0,76117.93333333333
T4728490,2023-12-15T20:23:29.827Z,ACC301998,ACC574352,1568.74,deposit,restaurant,London,mobile,False,4915.292787225556,0.77,13.0,0.32,UPI,186.220.178.107,D9233651,2023-12-15T20:23:29.827Z,4915.292787225556,4915.292787225556,20,6,0,12,0,0.0,0,83413.84666666666
T2069800,2023-11-19T08:00:37.985Z,ACC670228,ACC417897,45.21,withdrawal,entertainment,Toronto,mobile,False,807.2312746447222,0.6,11.0,0.13,wire_transfer,234.115.57.83,D8739625,2023-11-19T08:00:37.985Z,807.2312746447222,807.2312746447222,8,1,1,11,0,0.0,1,53580.03333333334
T2549316,2023-12-31T06:02:06.068Z,ACC139313,ACC199890,645.57,deposit,entertainment,Sydney,mobile,False,1379.0490988702777,0.47,4.0,0.46,wire_transfer,192.31.246.206,D6656032,2023-12-31T06:02:06.068Z,1379.0490988702777,1379.0490988702777,6,1,1,12,0,0.0,0,62592.10833333334
T4515866,2023-12-16T05:42:11.577Z,ACC226690,ACC300952,193.0,payment,entertainment,Singapore,mobile,False,7392.427665100277,0.91,6.0,0.89,UPI,104.102.117.158,D9279291,2023-12-16T05:42:11.577Z,7392.427665100277,7392.427665100277,5,7,1,12,0,0.0,0,120651.84444444445
T4263842,2023-12-01T18:46:19.228Z,ACC824167,ACC739185,455.15,withdrawal,entertainment,Singapore,web,False,422.11760421194447,0.93,16.0,0.98,card,116.113.93.109,D4621893,2023-12-01T18:46:19.228Z,422.11760421194447,422.11760421194447,18,6,0,12,0,0.0,0,68142.56944444445
T4177891,2023-12-14T18:01:51.022Z,ACC805023,ACC113862,124.88,withdrawal,travel,Dubai,atm,False,2849.5844768,1.66,6.0,0.18,wire_transfer,128.35.225.70,D9609492,2023-12-14T18:01:51.022Z,2849.5844768,2849.5844768,18,5,0,12,0,0.0,0,9999.0
T1747411,2023-11-18T10:08:06.983Z,ACC783479,ACC448018,1212.92,deposit,utilities,Toronto,atm,False,1945.8407310916664,0.58,17.0,0.47,wire_transfer,48.18.36.141,D2505787,2023-11-18T10:08:06.983Z,1945.8407310916664,1945.8407310916664,10,7,1,11,0,0.0,0,103730.47777777778
T4739982,2023-11-26T10:06:01.772Z,ACC584727,ACC544815,19.67,transfer,grocery,London,mobile,False,7140.261787628611,0.29,13.0,0.23,UPI,136.42.113.191,D3822173,2023-11-26T10:06:01.772Z,7140.261787628611,7140.261787628611,10,1,1,11,0,0.0,1,70654.30833333333
T514292,2023-12-02T10:22:54.938Z,ACC301839,ACC897232,408.88,withdrawal,entertainment,London,pos,False,-674.5364128538888,0.55,13.0,0.18,ACH,197.143.146.74,D4931298,2023-12-02T10:22:54.938Z,674.5364128538888,674.5364128538888,10,7,1,12,0,0.0,0,51370.37083333334
T2587866,2023-11-16T21:13:10.883Z,ACC476645,ACC949524,1629.63,deposit,grocery,Tokyo,atm,False,-980.5256030347224,0.53,4.0,0.09,UPI,168.162.243.42,D2280230,2023-11-16T21:13:10.883Z,980.5256030347224,980.5256030347224,21,5,0,11,0,0.0,0,73755.96666666666
T3865498,2023-12-09T07:36:38.970Z,ACC270016,ACC752341,26.76,transfer,grocery,Dubai,pos,False,817.1125917816667,-0.27,14.0,0.07,ACH,217.22.243.201,D3861847,2023-12-09T07:36:38.970Z,817.1125917816667,817.1125917816667,7,7,1,12,0,0.0,0,130832.9611111111
T2875541,2023-11-23T03:42:30.397Z,ACC547504,ACC176643,2.72,payment,entertainment,Berlin,mobile,False,1964.6436647808328,-0.92,14.0,0.61,UPI,169.144.165.48,D7623369,2023-11-23T03:42:30.397Z,1964.6436647808328,1964.6436647808328,3,5,0,11,0,0.0,0,47564.79444444445
T5089682,2023-11-25T12:43:35.956Z,ACC319850,ACC113980,1138.16,deposit,utilities,Tokyo,mobile,False,711.2077738308334,-1.19,18.0,0.49,UPI,177.144.160.7,D7958301,2023-11-25T12:43:35.956Z,711.2077738308334,711.2077738308334,12,7,1,11,0,0.0,0,82612.14333333334
T1170752,2023-12-28T06:51:41.493Z,ACC358306,ACC291242,16.36,transfer,grocery,Tokyo,pos,False,8451.10957261111,0.05,12.0,0.07,UPI,92.36.163.192,D4597749,2023-12-28T06:51:41.493Z,8451.10957261111,8451.10957261111,6,5,0,12,0,0.0,0,42028.74523809524
T796457,2023-11-15T03:34:49.990Z,ACC650814,ACC365729,10.7,transfer,online,Tokyo,mobile,False,,-1.19,13.0,0.63,UPI,131.216.237.124,D4469047,2023-11-15T03:34:49.990Z,,2566.543702108889,3,4,0,11,0,0.0,0,41320.15
T921978,2023-11-10T05:53:47.526Z,ACC832110,ACC792264,19.34,payment,entertainment,Dubai,web,True,2887.6923178133334,1.9,11.0,0.75,wire_transfer,168.54.238.207,D1121242,2023-11-10T05:53:47.526Z,2887.6923178133334,2887.6923178133334,5,6,0,11,0,0.0,0,26857.025
T1906729,2023-11-25T14:33:11.888Z,ACC155532,ACC599614,147.69,payment,restaurant,Singapore,web,False,7678.599206651389,-1.44,11.0,0.26,UPI,213.7.85.70,D2881688,2023-11-25T14:33:11.888Z,7678.599206651389,7678.599206651389,14,7,1,11,0,0.0,0,59405.27142857144
T1698456,2023-12-31T01:14:40.747Z,ACC255633,ACC824173,481.6,withdrawal,utilities,Tokyo,mobile,False,,-0.01,20.0,0.32,ACH,162.186.52.120,D2095686,2023-12-31T01:14:40.747Z,,2566.543702108889,1,1,1,12,0,0.0,0,276584.56666666665
T4301203,2023-12-24T02:25:45.573Z,ACC368738,ACC775249,985.74,deposit,online,Tokyo,pos,False,1195.245695406389,0.52,13.0,0.02,card,225.216.81.34,D3847971,2023-12-24T02:25:45.573Z,1195.245695406389,1195.245695406389,2,1,1,12,0,0.0,0,63442.41666666666
T1671750,2024-01-01T00:58:18.468Z,ACC882526,ACC830980,45.51,payment,retail,Berlin,mobile,False,4678.89079881,-1.01,17.0,0.17,ACH,138.154.167.100,D5599429,2024-01-01T00:58:18.468Z,4678.89079881,4678.89079881,0,2,0,1,0,0.0,0,159850.0888888889
T3061757,2023-12-31T07:48:37.314Z,ACC763535,ACC737083,774.68,deposit,restaurant,Toronto,atm,False,4007.1173937983335,0.85,13.0,0.04,card,223.20.107.106,D1947770,2023-12-31T07:48:37.314Z,4007.1173937983335,4007.1173937983335,7,1,1,12,0,0.0,0,49067.67619047618
T1707621,2023-12-04T23:11:25.709Z,ACC690747,ACC928241,5.65,transfer,other,Berlin,mobile,False,1566.1975122069443,-1.72,16.0,0.63,ACH,149.173.70.242,D2824420,2023-12-04T23:11:25.709Z,1566.1975122069443,1566.1975122069443,23,2,0,12,0,0.0,0,37287.441666666666
T3869886,2023-12-04T07:15:34.211Z,ACC870724,ACC811914,555.31,deposit,grocery,Toronto,atm,False,1164.621263271389,0.06,10.0,0.44,ACH,215.114.245.148,D1065632,2023-12-04T07:15:34.211Z,1164.621263271389,1164.621263271389,7,2,0,12,0,0.0,0,82721.50999999998
T5032678,2023-11-15T05:42:11.120Z,ACC998150,ACC504610,773.19,deposit,online,Sydney,atm,False,1782.7834781925,0.86,13.0,0.98,card,149.220.123.159,D8863544,2023-11-15T05:42:11.120Z,1782.7834781925,1782.7834781925,5,4,0,11,0,0.0,0,78518.15333333335
T2223423,2023-12-22T00:43:17.161Z,ACC633319,ACC874070,54.62,payment,retail,Toronto,atm,False,3553.456452840278,0.06,1.0,0.36,card,191.148.89.182,D9352524,2023-12-22T00:43:17.161Z,3553.456452840278,3553.456452840278,0,6,0,12,0,0.0,0,43949.63333333333
T4607153,2023-11-22T23:11:59.111Z,ACC752421,ACC964171,356.86,withdrawal,retail,Berlin,web,False,7707.957892506944,0.51,17.0,0.81,UPI,124.102.246.74,D5936855,2023-11-22T23:11:59.111Z,7707.957892506944,7707.957892506944,23,4,0,11,0,0.0,0,52051.21666666667
T546065,2023-11-17T07:53:52.166Z,ACC571760,ACC847411,127.17,withdrawal,other,Dubai,pos,False,7555.1016049997215,0.61,5.0,0.6,ACH,211.113.2.134,D6920595,2023-11-17T07:53:52.166Z,7555.1016049997215,7555.1016049997215,7,6,0,11,0,0.0,0,391598.38333333336
T223844,2023-11-17T23:25:25.267Z,ACC745810,ACC470008,274.63,withdrawal,restaurant,Sydney,mobile,False,5769.955132735277,-0.52,11.0,0.9,wire_transfer,136.10.225.18,D6305137,2023-11-17T23:25:25.267Z,5769.955132735277,5769.955132735277,23,6,0,11,0,0.0,0,15140.516666666666
T3843658,2023-12-30T09:42:23.302Z,ACC889004,ACC674424,58.83,payment,entertainment,Tokyo,mobile,False,4198.304983417778,0.1,3.0,0.84,ACH,66.219.59.160,D8968162,2023-12-30T09:42:23.302Z,4198.304983417778,4198.304983417778,9,7,1,12,0,0.0,0,67201.03611111111
T3464468,2023-12-10T16:15:24.917Z,ACC154403,ACC297399,5.62,transfer,retail,Berlin,pos,False,3332.835415188056,-0.03,1.0,0.92,wire_transfer,130.51.192.161,D6594516,2023-12-10T16:15:24.917Z,3332.835415188056,3332.835415188056,16,1,1,12,0,0.0,0,64663.67333333334
T321417,2023-12-20T03:06:19.185Z,ACC729540,ACC834642,33.2,transfer,entertainment,Dubai,atm,False,,-0.75,4.0,0.87,UPI,38.1.235.222,D4058615,2023-12-20T03:06:19.185Z,,2566.543702108889,3,4,0,12,0,0.0,0,79553.56333333334
T1781821,2023-12-28T20:52:03.278Z,ACC785375,ACC189752,29.05,payment,entertainment,Toronto,pos,True,6167.778507464444,-0.68,20.0,0.01,ACH,205.102.59.251,D3888119,2023-12-28T20:52:03.278Z,6167.778507464444,6167.778507464444,20,5,0,12,0,0.0,0,50493.32222222223
